en	hil
Really? I hope I can have a chance to taste it. Don't forget to tell me.	Nagalaum ako nga puede ko ini matilawan, kag indi ko ini pag - isugid sa akon.
Anyone home? Jen!	May balay bala?
I'm in the kitchen... let yourself in!	Yara ako sa kusina... tuguti ang imo kaugalingon!
Wow! You're really working up a storm!	Nagatrabaho ka gid sa bagyo!
I know. I've even worked up a sweat.	Nahibaluan ko nga nagasoso pa gani ako.
You look like a cooking show host--only messier.	Daw kaangay ikaw sang isa ka luto nga ngon nga nagang - ul - ot sa tiyan.
You look so tan and healthy!	Daw ano ka barato kag mapagros ang imo hitsura!
Thanks. I just got back from summer camp.	Bangod sini, nagbalik ako halin sa kampo sang tig - ilinit.
How was it?	Paano?
Great. I got to try so many things for the first time.	Gintinguhaan ko gid man ang madamo nga butang sa una nga tion.
I went sailing, fishing, and horseback riding.	Naglayag ako, nagpangisda, kag nagsakay sa kabayo.
I ’ m so jealous.	Nagbatyag ako sing kahisa.
The counselors were so nice too. It was the best summer ever. Except for all those mosquitoes!	Maayo man ang mga manuglaygay kay amo yadto ang pinakamaayo nga tig - ilinit, magluwas sa tanan nga lamok!
Diana, do you like the perfume I gave you?	Si Footnote, nanamian ka bala sa pahumot nga ginhatag ko sa imo?
It’s good. But to tell you the truth, I don ’ t wear perfume.	Apang, maayo gid nga isugid ko sa imo ang kamatuoran, pero wala ako nagasuksok sing pahumot.
I ’ m sorry. I didn ’ t know that.	Naluoy ako kay may ylon ako nga tyol.
That ’ s all right. Thank you all the same.	Inang malip - ot nga sulat sa tanan nga tion, salamat tanan.
Ah, ah, ah...	Ah, ah, ah...
All right, Bill.Here ' s your daily exercise schedule. You are to jog before breakfast.	Sa tuo, Bill.A., mga dekada sang imo iskedyul sa pag - ehersisyo adlaw - adlaw.
Then, you are to walk to work.	Nian, magalakat ka agod magtrabaho.
Thirty minutes in gym at lunch time.	Treinta minutos sa isa ka lugar sa sulod sang isa ka semana kon panyaga.
Use the stairs, never the elevator.	Gamita ang hagdan, indi ang elebeytor.
And three times a week, you can either swim, play racketball, or hand ball.	Kag tatlo ka beses kada semana, mahimo ka maglangoy, maghampang sing sweball, ukon mag - hand ball.
OK, you can stop now.It ' s time for the dance class.	Ti, mahimo ka mag - untat karon.
Dance class! I don't know how.	Indi ko mahibaluan kon paano ini ginahimo.
Hi Bill, I saw your grandma yesterday.	Hi Bill, nakita ko ang imo lola kahapon.
Oh where was that?	Diin ina?
I was running around the track at my college and there she was walking around the same track.	Nagadalagan ako sa higad sang riles sa akon kolehiyo kag didto nagalakat sia sa amo man nga banas.
Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods.	Pirme kami ginadalhan ni Gannie sing nagakaigo nga pagkaon.
Well, it pays off for her.How old is she anyway?	Ti, daw ano sia ka tigulang?
She will be 86 next month.	Pagabug - aton sia sa masunod nga bulan.
That is truly amazing!	Makatilingala gid ini!
I would like to register for a class today.	Luyag ko magrehistro para sa isa ka klase karon.
No problem, what class would you like to take?	Ano nga klase ang gusto mo nga batunon?
I would very much enjoy taking a Psychology class.Because I'm crazy.	Nanamian gid ako mag - eskwela sa Psychology kay buang ako.
There are two classes that are still open.	May duha ka klase nga bukas pa.
Which days are these classes on?	Ano nga mga adlaw ining mga klase?
The first class is a Tuesday and Thursday class from two to three.	Ang una nga klase amo ang Martes kag Huebes nga klase halin sa duha tubtob tatlo.
What about the other class?	Kamusta naman ang iban nga klase?
The other class is on Monday and Wednesday from 10 am - 12.	Ang isa pa ka klase Lunes kag Mierkoles gikan sa 10 - 12.
Are you sure there are no more open classes?	Sigurado ka bala nga wala na sing bukas pa nga klase?
I'm positive.	Positibo ako.
Sign me up for Monday and Wednesday.	Pahanda ako sa Lunes kag Mierkoles.
Okay, I'll sign you up.	Oyy, isenyas ko ikaw.
Dad, why are you taping the windows?	Tatay, ngaa gina - utdan mo ang bintana?
Honey, a typhoon is coming.	Ang dugos, ang bagyo magaabot.
Really? Wow, I don't have to go to school tomorrow.	Sa pagkamatuod, indi na kinahanglan nga mag - eskwela ako buwas.
Jenny, come and help, we need to prepare more food.	Si Jenny, nga nagkari kag nagabulig, kinahanglan nga maghanda kita sing dugang pa nga pagkaon.
OK. Dad! I'm coming.	OK lang ' na ' ni Tatay!
Hi, my name is Lean, and I'm from Russia.	Hi, ang akon ngalan amo si Oliba, kag ako naman taga - Rusya.
Nice to meet you, Lean. My name is Alike. I'm from Japan.	Ako si Ay, nga taga - Japan,, kag ako naman si A.
To me English is a difficult language.	Para sa akon ang Ingles isa ka mabudlay nga lenguahe.
A second language is always difficult.	Ang ikaduha nga lenguahe mabudlay pirme.
True, but English is harder than most. It's a crazy language.	Matuod, pero mas mabudlay ang Ingles sangsa kalabanan.
A crazy language? Why do you say that?	Ngaa?
One letter can have several pronunciations and one word can have several meanings.	Ang isa ka sulat may pila ka pagmitlang kag ang isa ka tinaga may pila ka kahulugan.
No wonder you say English is a crazy language.	Indi katingalahan nga nagasiling ka nga ang Ingles isa ka binuang nga hambal.
Can I help you?	Mabuligan ko bala ikaw?
I hope so. I'm looking for some material for a paper I'm writing, and I'm not quite sure where to look.	Nagalaum ako nga may makita ako nga pila ka materyal para sa isa ka papel nga akon ginsulat, kag indi ako sigurado kon diin ako mangita.
I'll certainly try to help you. What topic is your paper on?	Ano nga topiko ang imo binagbinagon?
My paper is on the influence of television on children.	Ang akon papel amo ang may impluwensia sang telebisyon sa kabataan.
There are several possible sources you might use for that topic. I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television.	May pila ka posible nga reperensia nga magamit mo para sa sina nga topiko, kag ginapanugda ko nga gamiton mo ang kompyuter kag kompyuter, nga magahatag sa imo sing listahan sang tanan nga balasahon parte sa kabataan kag telebisyon.
Thank you for you help.	Salamat sa inyo bulig.
Here ’ s your hot dog and beer. What happened? Did I miss anything?	Ano ang natabo?
Yeah, Cal Ripen just hit a home run.	Yeah, ang Cal Ripe nag - igo lamang sa isa ka balay nga nagadalagan.
What ’ s the score?	Ano ang Nagabuhin sa mga numero?
Well it was 3 to 4, but Ripen ’ s home run made it 5 to 4 since another player was on first base.	Ti 3 tubtob 4, apang si Ripen rrone nga nagapalakat sang iya balay 5 tubtob 4 sugod sang una nga ginpasad ang isa pa ka humalampang.
So Baltimore is winning?	Gani ang kadalag - an bala amo ang pagdaug?
This is a really great place to watch a baseball game.	Isa gid ini ka daku nga duog sa pagtan - aw sing hampang sa base ball.
Yeah, there isn ’ t a bad seat in the place.	Yeah, may yara nan non chron till nga isa ka malain nga pulungkuan sa duog.
The fans are great here, too. Not like in Philadelphia.	Ang mga humalangad daku man diri, indi kaangay sa Philadelphia.
It was a great idea to spend a day watching a game.	Isa gid ka daku nga ideya nga maghinguyang sing isa ka adlaw sa pagtan - aw sing hampang.
Yeah, it reminds you why they say baseball is America ’ s favorite pastime.	Yeah, nagapahanumdom ini sa imo kon ngaa nagasiling sila nga ang base ball amo ang Amerikan nga paborito gid nga kalingawan.
How do you like the pizza here?	Paano mo naluyagan ang pagkaon diri?
Perfect. It really hits the spot.	Nag - abot gid ini sa lugar nga wala sing sala.
Do you have a light?	May kapawa ka bala?
Sorry, I don't smoke.	Bangod kapoy ako, wala ako nagapanigarilyo.
I was scared stiff of giving my first performance.	Nahadlok gid ako sa paghatag sang akon una nga hinimuan.
Were you? your performance was excellent.	Maayo gid ang imo hinimuan.
Thank you for your kindly words.	Salamat sa imo mainayuhon nga mga pulong.
Excuse me. Could you please take a picture of us with this camera?	Puede mo bala kami ma - photo paagi sa sini nga kamera?
Sure. Which button do I press to shoot?	Ano gid bala nga lamag ang ginapaandar ko agod matiro?
Do I have to focus it?	Dapat ko bala ini isentro?
No, this is a focus-free camera. All you have to do is point and press the button.	Indi, kundi isa lamang ini ka simple nga kamera nga dapat mo himuon kag i - press ang tunog.
All right. Say cheese!	Magsiling sing keso!
Every country should face the history.	Dapat atubangon sang tagsa ka pungsod ang maragtas.
Yeah, we don ’ t live in the vacuum. We have traditional values and long but different history.	Si Yeah, nga wala sing unod, may yara kita tradisyunal nga mga prinsipio kag malawig apang nanuhaytuhay nga maragtas.
Sometimes, we, human beings, really had done something wrong, so we should admit it at first.	Kon kaisa, kita, nga mga tawo, nakahimo gid sing sayop, gani dapat naton ini batunon sa primero.
But there is always somebody who wants to turn his back on the true history.	Apang may yara pirme isa nga luyag magbiya sa matuod nga maragtas.
I believe such things won ’ t be realized, just daydreaming.	Nagapati ako nga ini nga mga butang matigayon, kag makahalam - ot lamang.
Do you like traveling, Kathy?	Luyag mo bala maglakbay, Kathy?
I like traveling for pleasure to get places for vacation for instance. But I don ’ t like traveling to work, waiting for buses, or...	Luyag ko maglakbay sing malipayon agod magbakasyon, apang wala ako sing ywek sing ttt subong sang paglakbay pakadto sa trabaho, nagahulat sing mga bus, ukon...
Or getting stuck in traffic jams when you ’ re driving.	Ukon kon mag - agi ka sa trapiko, naga - drive ka liwat.
Your house is too small. Why not buy a big one.	Ang inyo balay tuman ka gamay, gani indi magbakal sing daku.
I do wish I could afford one.	Luyag ko kuntani nga may masarangan ako.
You can get a loan from the bank. You know LPF program provides low cost loans for participants home purchases.	Nahibaluan mo nga ang LPF nga programa makahulam sing barato para sa mga may utang sa inyo balay.
Of course I know that. But don't you notice that the house price is skyrocketing?	Siempre, nahibaluan ko na lang kay wala mo matalupangdan nga nagaimag - an ang bili sang balay.
How do you do, Prof.Smith.	Paano mo ini ginahimo, Prof.Smith.
How do you do, Ms. Yang.You speak very good English.	Kon ano ang imo ginahimo, mas maayo ang imo Ingles.
Thank you. I begin to like English even when I was a child.	Salamat kay gusto ko mag - Ingles bisan bata pa ako.
Where did you learn it?	Diin mo ini natun - an?
At school, in China.This is my first time to be out of my own country.	Sa eskwelahan, sa China, amo ini ang una ko nga tion nga makagua sa akon pungsod.
It's amazing.	Makatilingala gid ini.
Do you want black or white coffee?	Luyag mo bala ang itom ukon puti nga kape?
Look! there's a Folk concert tomorrow evening. Do you Want to go?	Yari karon, may yara bala isa ka tulad - pamilya nga konsierto buwas nga gab - i?
I don't like Folk music very much.	Indi ko gid luyag nga indi maluyagan ang musika.
What kind of music do you like?	Ano nga sahi sang musika ang naluyagan mo?
I like classical music. Do you?	Nanamian bala ako sa dumaan nga musika?
Not very much. Classical music sends me to sleep	Ang musika sang mga babayi indi gid man ang nagapatulog sa akon
I don't believe you.	Wala ako nagapati sa imo.
It’s true.	Matuod ini.
You are funny!	Maham - ot ka!
So are you! How about another coffee?	Kamusta naman ang iban nga kape?
What do you like to do in your spare time?	Ano ang luyag mo himuon sa imo gintalana nga tion?
I like playing chess.	Nanamian ako maghampang sing mga link.
Do you have any hobbies besides playing chess?	May mga kalingawan ka bala luwas sa paghampang sing mga lina?
I'm afraid not.	Nahadlok ako nga indi.
Do you have any hobbies like playing tennis or things like that?	May mga kalingawan ka bala kaangay sang paghampang sing mga handumanan ukon mga butang kaangay sina?
Oh, yes. I like playing basketball.	Luyag ko gid mag - entra sa bola.
Can you tell me why you like it?	Masugid mo bala sa akon kon ngaa naluyagan mo ini?
Because I like the feeling of cooperating with others.	Bangod naluyagan ko ang balatyagon nga nagakooperar sa iban.
Where is John? I can't find him anywhere.	Indi ko sia makita bisan diin.
Haven't you heard that he is in prison?	Wala bala kamo makabati nga nabilanggo sia?
What? Beg your pardon.	Indi magpatawad.
John is in prison now. He was copped outstealing.	Si John nabilanggo karon, kag nabukot sia.
I just cann't believe my ears!	Indi ko gid mapatihan ang akon mga dulunggan!
I'll certainly try to help you.What topic is your paper on?	Ano nga topiko ang imo binagbinagon?
Hey, Ted. What are you up to this Friday?	Ano ang imo himuon sa sini nga Biernes?
Well, I have the day off from work.	Ti, may adlaw ako nga wala sing trabaho.
That ’ s great! Do you have any plans?	May plano ka bala?
