bíno	Ginbuksan niya ang bíno sing hinay.	He/She carefully opened the wine.
bingáw	Nabíngaw si Cárlos sang binayú sya ni Jáime.	Carlos lost a tooth when Jaime hit him.
bíngkal	Ginbíngkal ni Pédro ang bintána’.	Pedro broke the window.
bírhen	Mary, the mother of Jesus Christ.	Nagbís’ak si Juan sang galatúng.
bisán	Nagkádtu sya sa eskwelahán bisán malúya ang íya láwas.	He went to school even though he is not feeling well.
bísi	Ginsugo siya nga kuhaon ang bísi.	He/She was told to get the vice.
bisikléta	Nagbisikletá si Jáime pabánwa.	Jaime rode the bicycle to town.
bísi	Ginpangita niya ang bísi sa balay.	He/She looked for the vice-president at home.
bisíta	Ginpakita niya ang bisíta sa amon.	He/She showed us the visitor, guest.
bísta	Ang bísta ara sa ibabaw sang kahon.	The view is on top of the box.
bísyu	Nagbísyu ang báta’ kagábi’i.	The child made a fuss last night.
bítad	Ginbítad ni María ang téla.	Maria spread out the cloth.
bitamína	Ginbantayan niya ang bitamína sing maayo.	He/She took good care of the vitamin.
bítay	Ginbítay ang kriminál.	The criminal was hanged.
bítbit	Gin-agda siya nga to bring along sang iya pamilya.	His/Her family invited him/her to to bring along.
bitík	Ginpautang niya ang bitík sa iya amigo.	He/She lent the flea to his/her friend.
bitín	Ginbiyá’an nilá ang íla baláy.	They abandoned their house.
blángko	Ang blángko nga dalaga naglakat sing hinay.	The expressionless, blank, empty young woman walked slowly.
blósa	Ginhinay-hinay niya ang blósa.	He/She handled the blouse gently.
bokabuláryo	Ang bokabuláryo nabulad sa alon.	The vocabulary was left out in the sun.
bodéga	Ginbuksan niya ang bodéga sing hinay.	He/She carefully opened the warehouse.
bóla	Ginpares niya ang bóla sa iya bayo.	He/She matched the ball with his/her clothes.
bómba	Nakita ko ang bómba sa bintána.	I saw the bomb by the window.
bombéro	Ginahatagan niya siya sang bombéro.	He/She gave him/her a fireman.
bombílya	Ginbili niya ang bombílya sa merkado.	He/She bought the electric bulb at the market.
bómbo	Ginsugo siya nga kuhaon ang bómbo.	He/She was told to get the drum.
boradór	Nagdala siya sang boradór para sa ila.	He/She brought the eraser for them.
bórda	Ginpangita niya ang bórda sa balay.	He/She looked for the embroidery, design at home.
botélya	Ginpakita niya ang botélya sa amon.	He/She showed us the bottle.
botíka	Ang botíka ara sa ibabaw sang kahon.	The medicine store is on top of the box.
bóto	Ginbutang niya ang bóto sa aparador.	He/She put the vote in the cabinet.
búbu	Nagpanghimos siya agod to baptize.	He/She prepared so he/she could to baptize.
bubún	Ginbantayan niya ang bubún sing maayo.	He/She took good care of the well.
bubungán	Ang bubungán nahulog sa salog.	The roof fell on the floor.
búkad	Nagbúkad ang búlak.	The flower opened.
bukál	Nagbukál ang kán’un.	The rice boiled.
bukás	Palangga nila ang bukás nga lugar.	They love the opened, candid place.
búkaw	Gindilaab niya ang búkaw sa kalayo.	He/She placed the owl near the fire.
búkbuk	Ginhinay-hinay niya ang búkbuk.	He/She handled the weevil gently.
búkid	Ang búkid nabulad sa alon.	The hill was left out in the sun.
bukú	Ginbuksan niya ang bukú sing hinay.	He/She carefully opened the node, joint.
bukúbukú	Ginpares niya ang bukúbukú sa iya bayo.	He/She matched the joint with his/her clothes.
búktut	Nakita ko ang búktut sa bintána.	I saw the hunchback by the window.
búkud	Nagtamaya siya sang búkud nga bunga.	He/She enjoyed the secure fruit.
bukúl	Ginbili niya ang bukúl sa merkado.	He/She bought the lump, swelling, protuberance at the market.
búkut	Nagbúdhi’ sya sa íya ilúy.	She was disloyal to her mother.
búdlay	Ginsuportahan nila ang búdlay nga kabataan.	They supported the difficult, hard youth.
bugá	Ginbugá sang bolkán ang mangá bága.	The volcano belched out lava.
bugál	Nagpabugál si Cármen sang íya báyu’.	Carmen showed off her dress.
bugás	Ang bugás ara sa ibabaw sang kahon.	The unhusked rice grains is on top of the box.
bugáy	Ginbugayán silá sang Ginú’u.	They were blessed by God.
búgkus	Nabalaka siya tungod sa búgkus.	He/She was worried because of the bundle, string used to tie a package.
búgras	Ginkinahanglan nila ang magbúgras.	They needed to of string.
búgsay	Ang búgsay nahulog sa salog.	The oar fell on the floor.
búgsuk	Ginbúgsuk nilá ang póste.	They thrust the post into the soil.
búgtaw	Malipay siya kon makabúgtaw siya.	He/She is happy when able to to waken.
búgtung	Ang búgtung nga balay ginpalit nila.	They bought the alone, one and only house.
búhat	Ginsugo siya nga to do.	He/She was told to to do.
búhin	Wala siya sang gana nga to subtract.	He/She had no desire to to subtract.
buhís	Ginbuhisán na ang mangá turísta.	They levied tax on the tourists.
buhúk	Nagbulá’ ang serbésa.	The beer bubbled.
búlak	Nagbúlak ang tanúm.	The plant flowered.
bulákwit	Ginbulákwit sang táwu ang maléta.	The man snatched the bag.
bulád	Nagbulád si Nena sang mangá báyu’.	Nena dried some clothes (under the sun).
buladúr	Ginbili niya ang buladúr sa merkado.	He/She bought the kite at the market.
búlag	Nagbúlag ang mag’asáwa.	The couple separated.
bulág	Nagdala siya sang bulág para sa ila.	He/She brought the blind, beggar for them.
buláhan	Dako ang iyang buláhan nga tagipusuon.	He/She has a fortunate heart.
búlan	Ginpakita niya ang búlan sa amon.	He/She showed us the month.
búlanbulan	Nagsulat siya sang sulat búlanbulan.	He/She wrote the letter monthly.
búlang	Nagbúlang si Pédro.	Pedro went to a cockfight.
búlaw	Wala pa siya nakatuon nga magbúlaw.	He/She has not yet learned to to oversleep.
buláwan	Ginbantayan niya ang buláwan sing maayo.	He/She took good care of the gold.
búlbug	Ginbúlbug si José sang mangá hubúg.	Jose was beaten by drunk men.
bolkán	Ginkuha niya ang bolkán sa iya bag.	He/She took the volcano from his/her bag.
bulgár	Ang bulgár nga tubig gin-inom niya.	He/She drank the vulgar water.
bulídbulíd	Wala siya sang gana nga to crumble.	He/She had no desire to to crumble.
búlig	Gindilaab niya ang búlig sa kalayo.	He/She placed the bunch of banana fruits intact on the trunk, help near the fire.
bulíng	Ginhinay-hinay niya ang bulíng.	He/She handled the soot gently.
búltu	Ang búltu nabulad sa alon.	The bulk was left out in the sun.
bulúng	Ginbuksan niya ang bulúng sing hinay.	He/She carefully opened the medicine, drug, cure.
búnak	Bunák ang tu’álya.	The towel is wet.
bunál	Ginbunálan si José.	Jose was whipped.
bunáyag	Ang bunáyag nga hangin naghuyop gikan sa amihon.	A cordial wind blew from the north.
búndul	Ang búndul nga balay ginpalit nila.	They bought the slow house.
bunít	Ginsugo siya nga kuhaon ang bunít.	He/She was told to get the fish hook, angle.
búnlaw	Gin-agda siya nga to rinse sang iya pamilya.	His/Her family invited him/her to to rinse.
búntul	Ginbúntul akú sang idú’.	The dog attacked me ferociously.
búnuk	Ginpakita niya ang búnuk sa amon.	He/She showed us the heavy rain, downpour.
bunút	Nagbunút si Lúmen sang lubí.	Lumen husked a coconut.
búnyag	Ginbutang niya ang búnyag sa aparador.	He/She put the baptism in the cabinet.
búnga	Nagbúnga ang káhuy.	The tree bore some fruits.
bungát	Naghulat siya agod to speak out.	He/She waited in order to to speak out.
búngkag	Ginbúngkay nilá ang baláy.	They took the house apart.
búnghay	Ginkuha niya ang búnghay sa iya bag.	He/She took the part, division from his/her bag.
búngtud	Ginpautang niya ang búngtud sa iya amigo.	He/She lent the low elevation of the ground to his/her friend.
bungúl	Ginbasa niya ang tungol sa bungúl.	He/She read about the deaf.
búngut	Gindilaab niya ang búngut sa kalayo.	He/She placed the beard near the fire.
búrhut	Nagabúrhut siya halos adlaw-adlaw.	He/She to fizz outs almost every day.
bus	Nagbusá’ag ang pláto pagkahúlug.	The plate scattered into pieces when it fell.
busál	Ginbuksan niya ang busál sing hinay.	He/She carefully opened the of dogs.
busáy	Ginpares niya ang busáy sa iya bayo.	He/She matched the waterfall with his/her clothes.
búsbus	Gindumdom niya nga to cut open agad.	He/She remembered to to cut open right away.
búskad	Nagbúskad ang búlak.	The flower opened into fullness.
búsdik	Nagbúsdik ang lóbo.	The balloon burst.
búslut	Nabúslut ang súput.	The paper sack gave way.
busúg	Palangga nila ang busúg nga lugar.	They love the satiated place.
búsul	Ginpangita niya ang búsul sa balay.	He/She looked for the seed at home.
busún	Ginpakita niya ang busún sa amon.	He/She showed us the mailbox.
busúng	Dako ang iyang busúng nga tagipusuon.	He/She has a pregnant, with child heart.
búswang	Nagbúswang ang íya uyapús.	Her boil burst.
butáng	Ginbutángbútang nya nga makáwat kunú si Nína.	She spread the false rumor that Nina is a thief.
bútkun	Nagbúthu’ si Lourdes sa Maníla’.	Lourdes studied in Manila.
butí	Ang butí nahulog sa salog.	The small pox fell on the floor.
butíg	Nagbutíg ka sa ákun.	You lied to me.
bútlak	Nagbútlak ang ádlaw.	The sun rose.
butónes	Ginbasa niya ang tungol sa butónes.	He/She read about the button.
butúd	Ang butúd nga tubig gin-inom niya.	He/She drank the bloated, distended water.
bútung	Nagpugos sila sa iya nga to pull.	They forced him/her to to pull.
bútyag	Nagtinguha siya nga to tell others sing husto.	He/She tried hard to to tell others properly.
búya	Ang íla kasál ginbúya lang sang íla mangá ginikánan.	Their wedding was fixed by their parents.
buyáyag	Ginbuyanbuyánan nya ang íya famílya.	He neglected to take care of his family.
buyáyaw	Ginbuyáyaw ni María ang masábad nga mangá báta’.	Maria strongly scolded the noisy children.
búylug	Nagsugod na siya nga to accompany.	He/She has already begun to to accompany.
búyuk	Ginkinahanglan nila ang magbúyuk.	They needed to to bend.
buyúg	Ginsugo siya nga kuhaon ang buyúg.	He/She was told to get the bumblebee.
búyut	Ginahinumduman niya ang pagbúyut sa una.	He/She remembered to grasp firmlying before.
bwás	Nagtahod siya bwás sa tigulang.	He/She respectfully treated the elder tomorrow.
byáhe	Ginpakita niya ang byáhe sa amon.	He/She showed us the trip.
Byérnes	Ang Byérnes ara sa ibabaw sang kahon.	The friday is on top of the box.
byólin	Ginbutang niya ang byólin sa aparador.	He/She put the violin in the cabinet.
bwélta	Nagbwélta kamí sa estasyón.	We went back to the station.
kabalyéro	Ginbantayan niya ang kabalyéro sing maayo.	He/She took good care of the knight.
kabán	Ang kabán nahulog sa salog.	The chest fell on the floor.
kabáy	Ang kabáy ginagamit sa pagsugod sang estorya.	The particle hope so is used to begin a story.
kabeséra	Ginpautang niya ang kabeséra sa iya amigo.	He/She lent the head of the table to his/her friend.
kábig	Ginkábig námun sya nga amáy.	We treated him like a father.
kabít	Nagkábit sya sang retráto sa díngding.	He hung the picture on the wall.
kábu	Ginhinay-hinay niya ang kábu.	He/She handled the foreman, overseer gently.
kabúg	Ang kabúg nabulad sa alon.	The bat was left out in the sun.
kabúgaw	Ginbuksan niya ang kabúgaw sing hinay.	He/She carefully opened the native grapefruit.
kabús	Nagsulat siya sang sulat kabús.	He/She wrote the letter not fit.
kakás	Ginkinahanglan nila ang magkakás.	They needed to to wash away.
kakí	Ang kakí nga dalaga naglakat sing hinay.	The brown young woman walked slowly.
káda	Ginsuportahan nila ang káda nga kabataan.	They supported the every youth.
kádaw	Malipay siya kon makakádaw siya.	He/She is happy when able to to wade in the water.
kádena	Nagdala siya sang kádena para sa ila.	He/She brought the chain for them.
kádlaw	Nagkádlaw si Cora.	Cora laughed.
kádtu	Wala siya sang gana nga to go to.	He/She had no desire to to go to.
kafé	Ang kafé ara sa ibabaw sang kahon.	The coffee is on top of the box.
kág	Ginagamit ang kág sa pagpahayag sang pagbati.	The word and is used to express feelings.
kagát	Ginkagát si Victór sang idú’.	Victor was bitten by a dog.
kágaw	Nagkagúla’ ang mangá táwu sa hitabú’.	The people were excited because of the incident.
kagulángan	Ang kagulángan nahulog sa salog.	The forest fell on the floor.
kagús	Nagpugos sila sa iya nga to scrape off.	They forced him/her to to scrape off.
káha	Ginpautang niya ang káha sa iya amigo.	He/She lent the jewel box to his/her friend.
kahápun	Nagkalipay siya kahápun sang balita.	He/She was joyful yesterday at the news.
káhas	Nangáhas si Alfrédong masulúd sa baláy.	Alfredo dared enter the house.
kahéro	Ginhinay-hinay niya ang kahéro.	He/She handled the cashier gently.
káhig	Nagsugod na siya nga to rake.	He/She has already begun to to rake.
kahigayúnan	Ginbuksan niya ang kahigayúnan sing hinay.	He/She carefully opened the chance.
kahíl	Ginpares niya ang kahíl sa iya bayo.	He/She matched the nectarine with his/her clothes.
kahimtángan	Nakita ko ang kahimtángan sa bintána.	I saw the situation by the window.
kahulugán	Ginahatagan niya siya sang kahulugán.	He/She gave him/her a meaning.
kahún	Ginbili niya ang kahún sa merkado.	He/She bought the box at the market.
káhuy	Nagka’ingín si Pédro.	Pedro cleared his field.
kalabánan	Nagpangabuhi siya kalabánan nga walay reklamo.	He/She lived mostly, for the greater part without complaint.
kalabása	Ginpangita niya ang kalabása sa balay.	He/She looked for the yellow squash at home.
kalabéra	Ginpakita niya ang kalabéra sa amon.	He/She showed us the skeleton.
kalág	Ang kalág ara sa ibabaw sang kahon.	The ghost is on top of the box.
kalám	Nagkalám ang ákun ilúng.	My nose tickled.
kalámay	Nabalaka siya tungod sa kalámay.	He/She was worried because of the refined sugar.
kalámbre	Nagpugos sila sa iya nga to chill.	They forced him/her to to chill.
kalamidád	May ára’ gid pírme nga katalágman.	Danger is always there.
kalán	Ginkuha niya ang kalán sa iya bag.	He/She took the native stove usually made of wrought iron elevated on three thin legs from his/her bag.
