Hiligaynon,English
Sin-o ang ma-drive sang salakyan buwas?,Who is going to drive the vehicle tomorrow?
Pakisira bi sang bintana kay gasulod ang yab-ok.,Please close the window because dust is coming in.
Ma-wait lang kita sang masunod nga biyahe.,We’ll just wait for the next trip.
I-download ang app para makita ang schedule sang bus.,Download the app to see the bus schedule.
Tuman gid ka-dasig magpadalagan ang driver.,The driver is driving really fast.
Kinahanglan ko na magpauli kay gab-i na gid.,I need to go home because it’s already very late/night.
Kitaay lang ta sa waiting shed karun.,Let’s just meet at the waiting shed later.
May nabilin ako nga payong sa taxi kagina.,I left an umbrella in the taxi earlier.
Nagpirma na ang driver sang iya logbook.,The driver has already signed his logbook.
"Good luck sa inyo biyahe, halong kamo!","Good luck on your trip, take care!"
Diin dapit ang sakayan sang lantsa pa-Guimaras?,Where is the boat/pumpboat boarding area for Guimaras?
I-check ko lang anay ang Waze kung diin ang trapik.,I’ll just check Waze first to see where the traffic is.
Salamat gid sa paghatod mo sa akon sa terminal.,Thank you so much for dropping me off at the terminal.
Pila ang plete sang traysikel kung arkilaon?,How much is the tricycle fare if it's rented [special trip]?
"Halong kamo sa dalan, text lang kamo pag-abot.","Take care on the road, just text when you arrive."
Ano ang kalingawan mo kung wala ka sang ubra?,What is your hobby when you don't have work?
Mahilig gid ako maglantaw sang mga pelikula sa Netflix.,I really love watching movies on Netflix.
"Ma-ML kita karun sa gab-i, intra kamo?","Let's play ML (Mobile Legends) tonight, are you joining?"
Gapamati lang ko sang kanta para indi ko ma-stress.,I just listen to music so I won't get stressed.
Nami mag-bisikleta sa Esplanade kung hapon.,It’s nice to go biking at the Esplanade in the afternoon.
Nag-umpisa na ko mag-tanom sang mga succulents.,I’ve started planting succulents.
Diin kamo ma-badminton subong nga tapos sang semana?,Where are you playing badminton this weekend?
Pila ang bayad sa court kung mag-arkila kita?,How much is the court fee if we rent it?
Mahilig sia mag-drawing sang mga landscape.,He/She likes to draw landscapes.
Ma-jogging ta buwas sa aga sa Iloilo City Loop.,Let's go jogging tomorrow morning at the Iloilo City Loop.
May bag-o ko nga ginabasa nga libro subong.,I have a new book that I'm reading right now.
Gusto ko tani mag-tuon kung paano mag-gitara.,I want to learn how to play the guitar.
Kaupod ko akon pamilya nga nag-picnic kagina.,I was with my family on a picnic earlier.
Nag-video oke kami sang akon mga abyan kagab-i.,We did video-oke (karaoke) with my friends last night.
Pila ka oras ka masami naga-scroll sa TikTok?,How many hours do you usually spend scrolling on TikTok?
Mahilig ka man bala mag-luto sang mga desserts?,Do you also like to cook/bake desserts?
Ma-camping kami sa Guimaras sa sunod nga bulan.,We are going camping in Guimaras next month.
"Nami mag-picture kung ""golden hour"" na.","It's nice to take pictures when it's ""golden hour."""
Sin-o ang paborito mo nga vlogger sa YouTube?,Who is your favorite vlogger on YouTube?
Nag-intra ako sa chess tournament kagina sa mall.,I joined a chess tournament earlier at the mall.
Palihog ko record sang show kay wala ko sa balay.,Please record the show for me because I'm not at home.
Masami kami naga-online shopping kung may sale.,We usually go online shopping whenever there's a sale.
Gusto ko mag-bakasyon sa Isla Gigantes sa summer.,I want to go on vacation to Gigantes Island this summer.
Daw kanami gid mag-hampang sang basketball subong.,It feels so good to play basketball right now.
May talent sia sa pag-kanta kag pag-himo sang lyrics.,He/She has a talent for sanging and songwriting.
I-follow ko bi ang imo nga art page.,Please let me follow your art page.
Ma-gym ko bwas para mag-work out.,I’m going to the gym tomorrow to work out.
Sin-o ang kaupod mo mag-hampang sang online games?,Who do you play online games with?
Pakipasa bi sang link sang ginatan-aw mo nga series.,Please pass the link of the series you're watching.
Mahilig gid mag-pinta ang akon manghod.,My younger sibling really loves to paint.
Ma-practice kami sang dance cover para sa school.,We will practice a dance cover for school.
I-tag lang ko sa mga photos naton kagina.,Just tag me in our photos from earlier.
Nag-collect ako sang mga vintage nga items.,I collect vintage items.
Sin-o ang idol mo nga basketbolista?,Who is your favorite basketball player?
Pakidala bi sang imo nga camera sa aton lagaw.,Please bring your camera on our trip.
Ma-beach kita sa masunod nga weekend!,Let's go to the beach next weekend!
I-save ko lang ini nga recipe para maluto ko man.,I'll just save this recipe so I can cook it too.
Tuman gid ka-lingaw mag-hampang sang board games.,Playing board games is really fun.
May nabal-an ka nga nami nga kapehan diri?,Do you know a nice coffee shop around here?
Ma-edit ko sang video para sa akon vlog.,I’m going to edit a video for my vlog.
Kinahanglan ko na mag-log out kay gab-i na.,I need to log out now because it's already late.
Kitaay lang ta sa plaza karun hapon.,Let's just meet at the plaza this afternoon.
May nabilin ka nga comment sa akon post?,Did you leave a comment on my post?
Nag-subscribe ako sa imo nga channel kagina.,I subscribed to your channel earlier.
Good luck sa inyo nga game bwas!,Good luck with your game tomorrow!
Diin dapit ang nami nga lugar para mag-hiking?,Where is a good place to go hiking?
I-check ko lang anay ang akon mga notifications.,I'll just check my notifications first.
Salamat gid sa pag-invite sa akon sa inyo party.,Thank you so much for inviting me to your party.
Pila ang monthly fee sa inyo nga gym?,How much is the monthly fee at your gym?
"Sige, ma-chat lang kita kung may plano na!","Alright, let's just chat when there's a plan!"
I-send bi ang link sa aton GC.,Please send the link to our GC (Group Chat).
"Mahinay gid ang internet subong, gaka-lag ko.","The internet is really slow right now, I'm lagging."
Nag-post ka na sang pictures naton sa Facebook?,Have you already posted our pictures on Facebook?
"Pa-hotspot bi, wala na ko sang data.",Can I connect to your hotspot? I've run out of data.
Na-scam kuno sia sa online shopping kagina.,He/She was reportedly scammed while online shopping earlier.
I-tag lang ko sa imo story ha.,"Just tag me in your story, okay?"
Diin dapit ang nami nga repair shop sang cellphone?,Where is a good cellphone repair shop around here?
Pila ang storage sang imo bag-o nga laptop?,How much is the storage of your new laptop?
Ma-video call kita karun sa gab-i.,Let's have a video call tonight.
Indi mag-gana ang akon camera sa Zoom.,My camera isn't working on Zoom.
Pakipasa bi sang file via Bluetooth ukung ShareIt.,Please pass the file via Bluetooth or ShareIt.
I-delete ko lang ini nga app kay puno na akon memory.,I'll just delete this app because my memory is full.
Sin-o ang nag-hack sang account ni Mark?,Who hacked Mark's account?
Ma-scroll lang ko anay sa TikTok para malingaw.,I'll just scroll on TikTok for a while to be entertained.
I-block mo na lang na sia kung gina-away ka.,Just block him/her if he/she is picking a fight with you.
Naka-follow ka na sa akon bag-o nga page?,Have you followed my new page yet?
Pila ka percent na ang battery sang imo phone?,What is your phone's battery percentage?
Daw kanami gid sang quality sang imo camera.,Your camera quality is really good.
I-screenshot bi ang conversation nyo.,Please screenshot your conversation.
Sin-o ang ga-live stream subong sa YouTube?,Who is live streaming right now on YouTube?
Pakidala bi sang imo nga powerbank karun.,Please bring your powerbank later.
Ma-order ko sang bag-o nga case sa Shopee.,I'm going to order a new case on Shopee.
I-save ko lang ini nga video para mapanood liwat.,I'll just save this video so I can watch it again.
Tuman gid ka-influential sining nga vlogger.,This vlogger is really influential.
May signal bala sa sulod sang sini nga building?,Is there a signal inside this building?
I-double check bi kung husto ang imo password.,Please double-check if your password is correct.
Ma-download ko sang bag-o nga software update.,I'm going to download a new software update.
Sin-o ang nag-comment sa imo nga profile picture?,Who commented on your profile picture?
Pakicancel bi sang akon order sa FoodPanda.,Please cancel my order on FoodPanda.
Ma-flex ko lang akon bag-o nga sapatos.,I'm just going to flex (show off) my new shoes.
I-check ko lang ang Waze para indi kita maligad.,I'll just check Waze so we don't get lost.
"Nag-brownout kagina, wala kami sang Wi-Fi.","There was a power outage earlier, we didn't have Wi-Fi."
Kinahanglan ko na mag-log out sa Facebook.,I need to log out of Facebook now.
Kitaay lang ta sa Metaverse karun.,Let's just meet in the Metaverse later.
May nabilin ka nga notification sa imo email.,You have a leftover/unread notification in your email.
Nag-subscribe ako sa imo nga Netflix kagina.,I subscribed to your Netflix earlier.
I-report bi ini nga fake news nga post.,Please report this fake news post.
Pila ang binulan mo nga bayad sa internet?,How much is your monthly internet bill?
Ma-edit ko sang caption para sa akon Instagram.,I'm going to edit a caption for my Instagram.
I-share bi ini nga link sa imo wall.,Please share this link on your wall.
"Sin-o ang nag-react sang ""Heart"" sa imo post?","Who ""Heart"" reacted to your post?"
Pakicheck bi sang settings sang akon mic.,Please check my mic settings.
Ma-mute ko lang anay akon audio sa meeting.,I'll just mute my audio in the meeting for a while.
"I-set ko ang akon status nga ""Busy"" subong.","I'll set my status to ""Busy"" right now."
Nag-viral gid ang video sang bata kagina.,The child's video went really viral earlier.
Diin kita mapa-format sining laptop?,Where can we have this laptop formatted?
I-update lang ko kung na-receive mo na ang email.,Just update me once you've received the email.
Salamat gid sa pag-accept sang akon friend request.,Thank you so much for accepting my friend request.
Pila ang price sang bag-o nga iPhone subong?,How much is the price of the new iPhone right now?
"Sige, ma-offline na ko, bwas naman!","Alright, I'm going offline, see you tomorrow!"
Sin-o ang kaupod mo sa balay subong?,Who are you with at home right now?
Nagpauli na bala si Tatay mo halin sa ubra?,Has your Dad already come home from work?
Maluto si Nanay sang paborito naton nga KBL.,"Mom is going to cook our favorite KBL (Kadyos, Baboy, Langka)."
Magbulig ka man paninlo sa sulod sang balay.,Help with the cleaning inside the house too.
Nag-away na naman kamo sang imo manghod?,Did you and your younger sibling fight again?
"Palihog ko bantay sang bata kadali, maligo lang ko.","Please watch the baby for a second, I’ll just take a bath."
Ma-bisita kami kay Lola sa sunod nga Dominggo.,We are going to visit Grandma next Sunday.
Diin kamo nag-date sang imo uyab kagina?,Where did you and your boyfriend/girlfriend go on a date earlier?
Sin-o ang nag-hatag sa imo sining bulak?,Who gave you these flowers?
"Ma-settle lang kita sang aton problema, indi ta mag-away.","Let's just settle our problem, let's not fight."
I-kumusta lang ko kay Tita mo ha.,"Just say hello to your Aunt for me, okay?"
Nag-asawahay na gid man sila sa ulihi.,They finally got married in the end.
Pila na kamo ka tuig sang imo partner?,How many years have you and your partner been together?
Ma-celebrate kita sang birthday ni Baby bwas.,We are going to celebrate the baby's birthday tomorrow.
Sin-o ang kamagulangan sa inyo nga mag-ulutod?,Who is the eldest among you siblings?
Pakidala bi sining pagkaon sa balay sang aton kumpare.,Please bring this food to our close friend's/godfather's house.
Ma-out-of-town trip kami nga pamilya sa summer.,Our family is going on an out-of-town trip this summer.
I-text mo si kuya mo nga mapauli na sia.,Text your older brother to come home now.
Tuman gid ka-mapinalanggaon sang akon pamilya.,My family is very loving/affectionate.
Sin-o ang nag-disiplina sa imo sang bata ka pa?,Who disciplined you when you were still a child?
"Pakitawgan bi si Ate mo, may ipakita ko sa iya.","Please call your older sister, I have something to show her."
Ma-bonding kita tanan sa mall karun hapon.,We will all bond at the mall this afternoon.
I-save ang inyo kwarta para sa inyo palaabuton.,Save your money for your future.
