reference	hiligaynon	english
GEN.4.25	Naghulid liwat si Adan kay Eva, kag nagbata si Eva sing lalaki. Nagsiling siya, “Ginhatagan liwat ako sang Dios sing anak nga lalaki bilang ilis kay Abel nga ginpatay ni Cain, gani ngalanan ko siya nga Set.” # 4:25 Set: posible ang buot silingon sa Hebreo, ginhatag # 4:25 Set: posible ang buot silingon sa Hebreo, ginhatag 4:25 Set: posible ang buot silingon sa Hebreo, ginhatag	And Adam knew his wife again; and she bare a son, and called his name Seth: For God, said she said she , hath appointed me another seed instead of Abel, whom Cain slew.
GEN.4.26	Sang ulihi si Set may anak man nga lalaki nga iya gin-ngalanan nga Enosh. Sang panahon ni Enosh, nagsugod ang mga tawo tawag sa ngalan sang Ginoo Ginoo . # 4:26 nagsugod… Ginoo : ukon, nagsugod ang mga tawo sa pagsimba sa Ginoo . # 4:26 nagsugod… Ginoo : ukon, nagsugod ang mga tawo sa pagsimba sa Ginoo . 4:26 nagsugod… Ginoo : Ginoo ukon, nagsugod ang mga tawo sa pagsimba sa Ginoo . Ginoo	And to Seth, to him also there was born a son; and he called his name Enos: then began men to call upon the name of the LORD LORD .
GEN.4.3	Isa sadto ka adlaw, naghalad si Cain sa Ginoo Ginoo halin sa iya patubas.	And in process of time it came to pass, that Cain brought of the fruit of the ground an offering unto the LORD LORD .
GEN.4.4	Si Abel iya nagkuha sang kamagulangan sa iya mga kasapatan kag gin-ihaw niya, kag ginhalad ang pinakamaayo nga parte sa Dios. Nalipay ang Ginoo Ginoo kay Abel kag sa iya halad,	And Abel, he also brought of the firstlings of his flock and of the fat thereof. And the LORD LORD had respect unto Abel and to his offering:
GEN.4.5	pero wala siya nalipay kay Cain kag sa iya halad. Kag tungod sini, nagkusmod si Cain kag puwerte gid ang iya kaakig.	but unto Cain and to his offering he had not respect. And Cain was very wroth, and his countenance fell.
GEN.4.6	Gani ginpamangkot siya sang Ginoo Ginoo , “Ano bala ang naakigan mo? Ngaa nagakusmod ka?	And the LORD LORD said unto Cain, Why art thou wroth? and why is thy countenance fallen?
GEN.4.7	Kon maayo lang ang imo ginahimo, kuntani malipayon ka. # 4:7 malipayon ka: ukon, ginbaton ko ang imo nga halad. # 4:7 malipayon ka: ukon, ginbaton ko ang imo nga halad. 4:7 malipayon ka: ukon, ginbaton ko ang imo nga halad. Pero kon indi maayo ang imo ginahimo, mag-andam ka kay mag-andam ka kay nagabantay sa imo ang sala para tukbon ka. Gani kinahanglan daugon mo ini.”	If thou doest well, shalt thou not be accepted? and if thou doest not well, sin lieth at the door. And unto thee shall be shall be his desire, and thou shalt rule over him.
GEN.4.8	Isa sadto ka adlaw, nagsiling si Cain kay Abel, “Dali, makadto kita sa uma.” Kag sang didto na sila, ginpatay ni Cain si Abel nga iya utod.	And Cain talked with Abel his brother: and it came to pass, when they were in the field, that Cain rose up against Abel his brother, and slew him.
GEN.4.9	Dayon nagpamangkot ang Ginoo Ginoo kay Cain, “Diin na bala ang imo utod?” Nagsabat si Cain, “Ambot, wala ako kahibalo. Ngaa, ako bala ang manugbantay niya?”	And the LORD LORD said unto Cain, Where is is Abel thy brother? And he said, I know not: Am Am I my brother's keeper?
GEN.5.1	Sang pagtuga sang Dios sa tawo, ginhimo niya siya nga kaanggid sa iya.	This is is the book of the generations of Adam. In the day that God created man, in the likeness of God made he him;
GEN.5.10	Matapos natawo si Kenan, nagkabuhi pa gid si Enosh sing 815 ka tuig kag nadugangan pa gid ang iya kabataan.	and Enos lived after he begat Cainan eight hundred and fifteen years, and begat sons and daughters:
GEN.5.11	Napatay siya sa edad nga 905.	and all the days of Enos were nine hundred and five years: and he died.
GEN.5.12	Sang nagaedad na si Kenan sing 70 ka tuig, natawo ang iya anak nga lalaki nga si Mahalalel.	And Cainan lived seventy years, and begat Mahalaleel:
GEN.5.13	Matapos natawo si Mahalalel, nagkabuhi pa gid si Kenan sing 840 ka tuig kag nadugangan pa gid ang iya kabataan.	and Cainan lived after he begat Mahalaleel eight hundred and forty years, and begat sons and daughters:
GEN.5.14	Napatay siya sa edad nga 910.	and all the days of Cainan were nine hundred and ten years: and he died.
GEN.5.15	Sang nagaedad na si Mahalalel sing 65 ka tuig, natawo ang iya anak nga lalaki nga si Jared.	And Mahalaleel lived sixty and five years, and begat Jared:
GEN.5.16	Matapos natawo si Jared, nagkabuhi pa gid si Mahalalel sing 830 ka tuig kag nadugangan pa gid ang iya kabataan.	and Mahalaleel lived after he begat Jared eight hundred and thirty years, and begat sons and daughters:
GEN.5.17	Napatay siya sa edad nga 895.	and all the days of Mahalaleel were eight hundred ninety and five years: and he died.
GEN.5.18	Sang nagaedad na si Jared sing 162 ka tuig, natawo ang iya anak nga lalaki nga si Enoc.	And Jared lived an hundred sixty and two years, and he begat Enoch:
GEN.5.19	Matapos natawo si Enoc, nagkabuhi pa gid si Jared sing 800 ka tuig kag nadugangan pa gid ang iya kabataan.	and Jared lived after he begat Enoch eight hundred years, and begat sons and daughters:
GEN.5.2	Gintuga niya ang lalaki kag babayi, kag ginpakamaayo niya sila kag gintawag nga “tawo.”	male and female created he them; and blessed them, and called their name Adam, in the day when they were created.
GEN.5.20	Napatay siya sa edad nga 962.	and all the days of Jared were nine hundred sixty and two years: and he died.
GEN.5.21	Sang nagaedad na si Enoc sing 65 ka tuig, natawo ang iya anak nga lalaki nga si Metusela.	And Enoch lived sixty and five years, and begat Methuselah:
GEN.5.25	Sang nagaedad na si Metusela sing 187 ka tuig, natawo ang iya anak nga lalaki nga si Lamec.	And Methuselah lived an hundred eighty and seven years, and begat Lamech:
GEN.5.26	Matapos natawo si Lamec, nagkabuhi pa gid si Metusela sing 782 ka tuig kag nadugangan pa gid ang iya kabataan.	and Methuselah lived after he begat Lamech seven hundred eighty and two years, and begat sons and daughters:
GEN.5.27	Napatay siya sa edad nga 969.	and all the days of Methuselah were nine hundred sixty and nine years: and he died.
GEN.5.28	Sang nagaedad na si Lamec sing 182 ka tuig, natawo ang isa niya ka anak nga lalaki.	And Lamech lived an hundred eighty and two years, and begat a son:
GEN.5.29	Nagsiling siya, “Ining akon anak makabulig sa aton nga pagpangabudlay sa duta nga ginpakamalaot sang Ginoo Ginoo , gani ngalanan ko siya nga Noe.” # 5:29 Noe: posible ang buot silingon sa Hebreo, makabulig ukon, makapabaskog # 5:29 Noe: posible ang buot silingon sa Hebreo, makabulig ukon, makapabaskog 5:29 Noe: posible ang buot silingon sa Hebreo, makabulig ukon, makapabaskog	and he called his name Noah, saying, This same same shall comfort us concerning our work and toil of our hands, because of the ground which the LORD LORD hath cursed.
GEN.5.3	Sang nagaedad si Adan sing 130 ka tuig, natawo ang iya anak nga kaanggid sa iya. Gin-ngalanan niya siya nga Set.	And Adam lived an hundred and thirty years, and begat a son a son in his own likeness, after his image; and called his name Seth:
GEN.5.30	Matapos natawo si Noe, nagkabuhi pa gid si Lamec sing 595 ka tuig kag nadugangan pa gid ang iya kabataan.	And Lamech lived after he begat Noah five hundred ninety and five years, and begat sons and daughters:
GEN.5.31	Napatay siya sa edad nga 777.	and all the days of Lamech were seven hundred seventy and seven years: and he died.
GEN.5.32	Halin sa edad ni Noe nga 500, natawo ang iya mga anak nga lalaki nga sila ni Shem, Ham, kag Jafet.	And Noah was five hundred years old: and Noah begat Shem, Ham, and Japheth.
GEN.5.4	Matapos natawo si Set, nagkabuhi pa gid si Adan sing 800 ka tuig kag nadugangan pa gid ang iya kabataan.	and the days of Adam after he had begotten Seth were eight hundred years: and he begat sons and daughters:
GEN.5.5	Napatay siya sa edad nga 930.	and all the days that Adam lived were nine hundred and thirty years: and he died.
GEN.5.6	Sang nagaedad na si Set sing 105 ka tuig, natawo ang iya anak nga lalaki nga si Enosh.	And Seth lived an hundred and five years, and begat Enos:
GEN.5.7	Matapos natawo si Enosh, nagkabuhi pa gid si Set sing 807 ka tuig kag nadugangan pa gid ang iya kabataan.	and Seth lived after he begat Enos eight hundred and seven years, and begat sons and daughters:
GEN.5.8	Napatay siya sa edad nga 912.	and all the days of Seth were nine hundred and twelve years: and he died.
GEN.5.9	Sang nagaedad na si Enosh sing 90 ka tuig, natawo ang iya anak nga lalaki nga si Kenan.	And Enos lived ninety years, and begat Cainan:
GEN.6.1	Sang ulihi nagdamo ang mga tawo sa kalibutan, kag nagkalatawo man man ang ila mga kabataan nga babayi.	And it came to pass, when men began to multiply on the face of the earth, and daughters were born unto them,
GEN.6.10	May tatlo siya ka anak nga lalaki nga sila ni Shem, Ham, kag Jafet.	And Noah begat three sons, Shem, Ham, and Japheth.
GEN.6.11	Sa atubangan sang Dios, malain gid ang mga tawo kag ang ila kalainan naglapta sa kalibutan.	The earth also was corrupt before God, and the earth was filled with violence.
GEN.6.12	Nakita sang Dios nga malain gid ang mga tawo sa kalibutan tungod kay ang ila ginahimo puro lang kalainan.	And God looked upon the earth, and, behold, it was corrupt; for all flesh had corrupted his way upon the earth.
GEN.6.13	Gani nagsiling siya kay Noe, “Laglagon ko ang tanan nga tawo. Kay tungod sa ila, naglapta ang kalautan sa kalibutan. Laglagon ko sila kaupod sang kalibutan.	And God said unto Noah, The end of all flesh is come before me; for the earth is filled with violence through them; and, behold, I will destroy them with the earth.
GEN.6.14	Gani ikaw Noe, maghimo ka sang barko # 6:14 barko: sa iban nga mga translations, arka # 6:14 barko: sa iban nga mga translations, arka 6:14 barko: sa iban nga mga translations, arka halin sa maayo nga kahoy, kag himuan mo ini sang mga kuwarto. Dayon lamhitan mo sang alkitran sa sulod kag sa guwa sang barko.	Make thee an ark of gopher wood; rooms shalt thou make in the ark, and shalt pitch it within and without with pitch.
GEN.6.15	Himua nga ang iya kalabaon 450 feet, ang iya kasangkaron 75 feet, kag ang iya kataason 45 feet.	And this is the fashion is the fashion which thou shalt make it of: of: The length of the ark shall be shall be three hundred cubits, the breadth of it fifty cubits, and the height of it thirty cubits.
GEN.6.16	Atupan mo ang barko, kag butangan mo sang antad nga 18 inches ang dingding kag ang atop. Himua nga ang barko may tatlo ka panalgan. Butangi man sang puwertahan sa iya kilid.	A window shalt thou make to the ark, and in a cubit shalt thou finish it above; and the door of the ark shalt thou set in the side thereof; with with lower, second, and third stories stories shalt thou make it.
GEN.6.17	Kay pabahaon ko ang kalibutan para malaglag ang tanan nga nagakabuhi. Mapatay ang tanan nga ara sa kalibutan.	And, behold, I, even I, do bring a flood of waters upon the earth, to destroy all flesh, wherein is is the breath of life, from under heaven; and and every thing that is is in the earth shall die.
GEN.6.18	Pero magahimo ako sang kasugtanan sa imo. Karon, magsulod ka sa barko upod ang imo asawa, mga anak, kag mga umagad.	But with thee will I establish my covenant; and thou shalt come into the ark, thou, and thy sons, and thy wife, and thy sons' wives with thee.
GEN.6.19	Magpasulod ka man sang isa ka pares, lalaki kag babayi, sa kada klase sang mga sapat para mabuhi sila upod sa imo.	And of every living thing of all flesh, two of every sort sort shalt thou bring into the ark, to keep them them alive with thee; they shall be male and female.
GEN.6.2	Nakita sang mga anak sang Dios # 6:2 mga anak sang Dios: ukon, mga anak sang mga pangulo # 6:2 mga anak sang Dios: ukon, mga anak sang mga pangulo 6:2 mga anak sang Dios: ukon, mga anak sang mga pangulo nga ang mga babayi guwapa. Gani ginpangasawa nila ang bisan sin-o nga ila naluyagan.	that the sons of God saw the daughters of men that they were were fair; and they took them wives of all which they chose.
GEN.6.20	Duha sa kada klase sang tanan nga sapat ang magapalapit sa imo para mabuhi—ang mga sapat nga nagalupad, ang nagalakat, kag ang nagakamang.	Of fowls after their kind, and of cattle after their kind, of every creeping thing of the earth after his kind, two of every sort sort shall come unto thee, to keep them them alive.
GEN.6.21	Magdala ka man sang tanan nga klase sang pagkaon para sa inyo kag para man sa mga sapat.”	And take thou unto thee of all food that is eaten, and thou shalt gather it it to thee; and it shall be for food for thee, and for them.
GEN.6.22	Gintuman ni Noe ang tanan nga ginsugo sang Dios sa iya.	Thus did Noah; according to all that God commanded him, so did he.
GEN.6.3	Karon nagsiling ang Ginoo Ginoo , “Indi ko pagtugutan nga mabuhi ang tawo sing malawig tungod kay tawo lang sila. Gani sugod subong ang tawo magakabuhi nga indi magsobra sa 120 ka tuig.”	And the LORD LORD said, My spirit shall not always strive with man, for that he also is is flesh: yet his days shall be an hundred and twenty years.
GEN.6.4	Sang sadto nga tiyempo, kag bisan sang ulihi, may mga Nefilim # 6:4 Nefilim: ukon, mga kilala nga mga tawo # 6:4 Nefilim: ukon, mga kilala nga mga tawo 6:4 Nefilim: ukon, mga kilala nga mga tawo sa kalibutan nga mga kaliwat sang mga anak sang Dios nga nagpakigrelasyon sa mga babayi nga anak sang mga tawo. Ini sila mga gamhanan kag bantog nga mga tawo sang una nga tiyempo.	There were giants in the earth in those days; and also after that, when the sons of God came in unto the daughters of men, and they bare children children to them, the same became became mighty men which were were of old, men of renown.
GEN.6.5	Sang nakita sang Ginoo Ginoo nga ang ginahimo sang mga tawo sa kalibutan puro na lang kalautan, kag ang ila ginahunahuna permi malain,	And GOD GOD saw that the wickedness of man was was great in the earth, and that that every imagination of the thoughts of his heart was was only evil continually.
GEN.6.6	naghinulsol siya nga ginhimo pa niya ang tawo sa kalibutan. Dako gid ang iya kasubo,	And it repented the LORD LORD that he had made man on the earth, and it grieved him at his heart.
GEN.6.7	gani nagsiling siya, “Laglagon ko ang tanan nga tawo nga akon gintuga. Kag laglagon ko man ang tanan nga sapat sa duta pati ang mga sapat nga nagalupad, kay nagahinulsol ako nga ginhimo ko sila.”	And the LORD LORD said, I will destroy man whom I have created from the face of the earth; both man, and beast, and the creeping thing, and the fowls of the air; for it repenteth me that I have made them.
GEN.6.8	Pero may isa ka tawo nga nakapalipay sa Ginoo Ginoo . Siya amo si Noe.	But Noah found grace in the eyes of the LORD LORD .
GEN.6.9	Si Noe matarong nga tawo. Siya lang ang nagkabuhi nga matarong sa iya nga tiyempo, kag malapit ang iya relasyon sa Dios.	These are are the generations of Noah: Noah was a just man and and perfect in his generations, and and Noah walked with God.
